"step","step_name","platform","age_range","download_date","users","rides"
"4","Accepted","android","35-44","2021-09-21 00:00:00","1","24"
"4","Accepted","android","35-44","2021-09-22 00:00:00","1","39"
"4","Accepted","android","35-44","2021-09-23 00:00:00","2","83"
"4","Accepted","android","35-44","2021-09-24 00:00:00","1","32"
"4","Accepted","android","35-44","2021-09-25 00:00:00","3","42"
"4","Accepted","android","35-44","2021-09-26 00:00:00","1","4"
"4","Accepted","android","35-44","2021-09-28 00:00:00","3","77"
"4","Accepted","android","35-44","2021-09-29 00:00:00","4","43"
"4","Accepted","android","35-44","2021-09-30 00:00:00","2","36"
"4","Accepted","android","35-44","2021-10-01 00:00:00","4","122"
"4","Accepted","android","35-44","2021-10-02 00:00:00","1","11"
"4","Accepted","android","35-44","2021-10-03 00:00:00","4","108"
"4","Accepted","android","35-44","2021-10-04 00:00:00","2","47"
"4","Accepted","android","35-44","2021-10-05 00:00:00","3","16"
"4","Accepted","android","35-44","2021-10-06 00:00:00","2","10"
"4","Accepted","android","35-44","2021-10-07 00:00:00","2","55"
"4","Accepted","android","35-44","2021-10-08 00:00:00","4","89"
"4","Accepted","android","35-44","2021-10-09 00:00:00","1","3"
"4","Accepted","android","35-44","2021-10-10 00:00:00","2","73"
"4","Accepted","android","35-44","2021-10-11 00:00:00","4","46"
"4","Accepted","android","35-44","2021-10-12 00:00:00","1","38"
"4","Accepted","android","35-44","2021-10-13 00:00:00","4","110"
"4","Accepted","android","35-44","2021-10-14 00:00:00","3","57"
"4","Accepted","android","35-44","2021-10-15 00:00:00","2","9"
"4","Accepted","android","35-44","2021-10-16 00:00:00","5","60"
"4","Accepted","android","35-44","2021-10-17 00:00:00","4","57"
"4","Accepted","android","35-44","2021-10-18 00:00:00","2","32"
"4","Accepted","android","35-44","2021-10-19 00:00:00","5","96"
"4","Accepted","android","35-44","2021-10-20 00:00:00","3","112"
"4","Accepted","android","35-44","2021-10-21 00:00:00","4","54"
"4","Accepted","android","35-44","2021-10-22 00:00:00","1","30"
"4","Accepted","android","35-44","2021-10-23 00:00:00","1","45"
"4","Accepted","android","35-44","2021-10-24 00:00:00","5","80"
"4","Accepted","android","35-44","2021-10-25 00:00:00","2","78"
"4","Accepted","android","35-44","2021-10-26 00:00:00","4","131"
"4","Accepted","android","35-44","2021-10-27 00:00:00","1","31"
"4","Accepted","android","35-44","2021-10-28 00:00:00","3","97"
"4","Accepted","android","35-44","2021-10-30 00:00:00","2","41"
"4","Accepted","android","35-44","2021-10-31 00:00:00","2","35"
"4","Accepted","android","35-44","2021-11-01 00:00:00","1","37"
"4","Accepted","android","35-44","2021-11-02 00:00:00","4","125"
"4","Accepted","android","35-44","2021-11-03 00:00:00","2","10"
"4","Accepted","android","35-44","2021-11-05 00:00:00","5","104"
"4","Accepted","android","35-44","2021-11-06 00:00:00","2","7"
"4","Accepted","android","35-44","2021-11-07 00:00:00","2","38"
"4","Accepted","android","35-44","2021-11-08 00:00:00","5","140"
"4","Accepted","android","35-44","2021-11-09 00:00:00","6","96"
"4","Accepted","android","35-44","2021-11-10 00:00:00","6","52"
"4","Accepted","android","35-44","2021-11-11 00:00:00","4","84"
"4","Accepted","android","35-44","2021-11-12 00:00:00","1","34"
"4","Accepted","android","35-44","2021-11-14 00:00:00","1","1"
"4","Accepted","android","35-44","2021-11-15 00:00:00","7","95"
"4","Accepted","android","35-44","2021-11-16 00:00:00","5","41"
"4","Accepted","android","35-44","2021-11-17 00:00:00","3","40"
"4","Accepted","android","35-44","2021-11-18 00:00:00","5","156"
"4","Accepted","android","35-44","2021-11-19 00:00:00","7","60"
"4","Accepted","android","35-44","2021-11-20 00:00:00","2","10"
"4","Accepted","android","35-44","2021-11-21 00:00:00","4","105"
"4","Accepted","android","35-44","2021-11-22 00:00:00","2","75"
"4","Accepted","android","35-44","2021-11-23 00:00:00","3","64"
"4","Accepted","android","35-44","2021-11-24 00:00:00","2","35"
"4","Accepted","android","35-44","2021-11-25 00:00:00","6","92"
"4","Accepted","android","35-44","2021-11-26 00:00:00","5","45"
"4","Accepted","android","35-44","2021-11-27 00:00:00","2","70"
"4","Accepted","android","35-44","2021-11-28 00:00:00","3","66"
"4","Accepted","android","35-44","2021-11-29 00:00:00","3","83"
"4","Accepted","android","35-44","2021-11-30 00:00:00","3","37"
"4","Accepted","android","35-44","2021-12-01 00:00:00","4","79"
"4","Accepted","android","35-44","2021-12-03 00:00:00","5","124"
"4","Accepted","android","35-44","2021-12-04 00:00:00","3","100"
"4","Accepted","android","35-44","2021-12-05 00:00:00","4","49"
"4","Accepted","android","35-44","2021-12-06 00:00:00","2","35"
"4","Accepted","android","35-44","2021-12-07 00:00:00","1","49"
"4","Accepted","android","35-44","2021-12-08 00:00:00","1","4"
"4","Accepted","android","35-44","2021-12-09 00:00:00","5","47"
"4","Accepted","android","35-44","2021-12-10 00:00:00","2","6"
"4","Accepted","android","35-44","2021-12-11 00:00:00","7","128"
"4","Accepted","android","35-44","2021-12-12 00:00:00","6","150"
"4","Accepted","android","35-44","2021-12-13 00:00:00","1","27"
"4","Accepted","android","35-44","2021-12-14 00:00:00","3","42"
"4","Accepted","android","35-44","2021-12-15 00:00:00","2","50"
"4","Accepted","android","35-44","2021-12-16 00:00:00","4","77"
"4","Accepted","android","35-44","2021-12-17 00:00:00","2","80"
"4","Accepted","android","35-44","2021-12-18 00:00:00","4","121"
"4","Accepted","android","35-44","2021-12-19 00:00:00","1","43"
"4","Accepted","android","35-44","2021-12-20 00:00:00","1","37"
"4","Accepted","android","35-44","2021-12-21 00:00:00","5","158"
"4","Accepted","android","35-44","2021-12-22 00:00:00","3","84"
"4","Accepted","android","35-44","2021-12-23 00:00:00","2","82"
"4","Accepted","android","35-44","2021-12-24 00:00:00","3","77"
"4","Accepted","android","35-44","2021-12-25 00:00:00","1","6"
"4","Accepted","android","35-44","2021-12-26 00:00:00","1","4"
"4","Accepted","android","35-44","2021-12-27 00:00:00","2","40"
"4","Accepted","android","35-44","2021-12-28 00:00:00","5","154"
"4","Accepted","android","35-44","2021-12-29 00:00:00","1","6"
"4","Accepted","android","35-44","2021-12-30 00:00:00","4","147"
"4","Accepted","android","35-44","2021-12-31 00:00:00","3","66"
"4","Accepted","android","45-54","2021-01-01 00:00:00","1","7"
"4","Accepted","android","45-54","2021-01-02 00:00:00","3","91"
"4","Accepted","android","45-54","2021-01-04 00:00:00","2","52"
"4","Accepted","android","45-54","2021-01-06 00:00:00","1","29"
"4","Accepted","android","45-54","2021-01-07 00:00:00","1","39"
"4","Accepted","android","45-54","2021-01-08 00:00:00","1","34"
"4","Accepted","android","45-54","2021-01-09 00:00:00","3","52"
"4","Accepted","android","45-54","2021-01-10 00:00:00","2","65"
"4","Accepted","android","45-54","2021-01-11 00:00:00","1","29"
"4","Accepted","android","45-54","2021-01-12 00:00:00","2","38"
"4","Accepted","android","45-54","2021-01-13 00:00:00","2","77"
"4","Accepted","android","45-54","2021-01-17 00:00:00","1","47"
"4","Accepted","android","45-54","2021-01-19 00:00:00","3","44"
"4","Accepted","android","45-54","2021-01-20 00:00:00","2","13"
"4","Accepted","android","45-54","2021-01-21 00:00:00","1","36"
"4","Accepted","android","45-54","2021-01-22 00:00:00","1","38"
"4","Accepted","android","45-54","2021-01-23 00:00:00","1","2"
"4","Accepted","android","45-54","2021-01-24 00:00:00","1","4"
"4","Accepted","android","45-54","2021-01-25 00:00:00","4","54"
"4","Accepted","android","45-54","2021-01-28 00:00:00","1","3"
"4","Accepted","android","45-54","2021-01-29 00:00:00","1","30"
"4","Accepted","android","45-54","2021-02-01 00:00:00","2","82"
"4","Accepted","android","45-54","2021-02-02 00:00:00","3","45"
"4","Accepted","android","45-54","2021-02-04 00:00:00","2","83"
"4","Accepted","android","45-54","2021-02-05 00:00:00","1","5"
"4","Accepted","android","45-54","2021-02-06 00:00:00","1","1"
"4","Accepted","android","45-54","2021-02-07 00:00:00","2","43"
"4","Accepted","android","45-54","2021-02-10 00:00:00","4","82"
"4","Accepted","android","45-54","2021-02-12 00:00:00","2","76"
"4","Accepted","android","45-54","2021-02-13 00:00:00","2","5"
"4","Accepted","android","45-54","2021-02-14 00:00:00","3","41"
"4","Accepted","android","45-54","2021-02-15 00:00:00","2","36"
"4","Accepted","android","45-54","2021-02-17 00:00:00","2","76"
"4","Accepted","android","45-54","2021-02-18 00:00:00","3","81"
"4","Accepted","android","45-54","2021-02-19 00:00:00","1","6"
"4","Accepted","android","45-54","2021-02-20 00:00:00","2","6"
"4","Accepted","android","45-54","2021-02-21 00:00:00","1","41"
"4","Accepted","android","45-54","2021-02-22 00:00:00","1","31"
"4","Accepted","android","45-54","2021-02-23 00:00:00","1","2"
"4","Accepted","android","45-54","2021-02-24 00:00:00","3","48"
"4","Accepted","android","45-54","2021-02-25 00:00:00","2","47"
"4","Accepted","android","45-54","2021-02-26 00:00:00","1","2"
"4","Accepted","android","45-54","2021-02-27 00:00:00","1","51"
"4","Accepted","android","45-54","2021-02-28 00:00:00","1","39"
"4","Accepted","android","45-54","2021-03-02 00:00:00","2","8"
"4","Accepted","android","45-54","2021-03-03 00:00:00","1","46"
"4","Accepted","android","45-54","2021-03-05 00:00:00","1","7"
"4","Accepted","android","45-54","2021-03-08 00:00:00","2","9"
"4","Accepted","android","45-54","2021-03-14 00:00:00","1","3"
"4","Accepted","android","45-54","2021-03-15 00:00:00","1","38"
"4","Accepted","android","45-54","2021-03-16 00:00:00","2","66"
"4","Accepted","android","45-54","2021-03-17 00:00:00","1","32"
"4","Accepted","android","45-54","2021-03-20 00:00:00","1","36"
"4","Accepted","android","45-54","2021-03-21 00:00:00","1","31"
"4","Accepted","android","45-54","2021-03-25 00:00:00","1","3"
"4","Accepted","android","45-54","2021-03-26 00:00:00","1","31"
"4","Accepted","android","45-54","2021-03-27 00:00:00","1","43"
"4","Accepted","android","45-54","2021-03-28 00:00:00","1","3"
"4","Accepted","android","45-54","2021-03-30 00:00:00","1","38"
"4","Accepted","android","45-54","2021-03-31 00:00:00","3","61"
"4","Accepted","android","45-54","2021-04-01 00:00:00","1","37"
"4","Accepted","android","45-54","2021-04-03 00:00:00","2","8"
"4","Accepted","android","45-54","2021-04-04 00:00:00","1","6"
"4","Accepted","android","45-54","2021-04-05 00:00:00","3","109"
"4","Accepted","android","45-54","2021-04-06 00:00:00","2","11"
"4","Accepted","android","45-54","2021-04-07 00:00:00","1","3"
"4","Accepted","android","45-54","2021-04-08 00:00:00","3","46"
"4","Accepted","android","45-54","2021-04-09 00:00:00","2","12"
"4","Accepted","android","45-54","2021-04-10 00:00:00","2","39"
"4","Accepted","android","45-54","2021-04-11 00:00:00","4","109"
"4","Accepted","android","45-54","2021-04-12 00:00:00","1","8"
"4","Accepted","android","45-54","2021-04-13 00:00:00","1","34"
"4","Accepted","android","45-54","2021-04-14 00:00:00","2","66"
"4","Accepted","android","45-54","2021-04-15 00:00:00","1","4"
"4","Accepted","android","45-54","2021-04-18 00:00:00","2","49"
"4","Accepted","android","45-54","2021-04-20 00:00:00","3","82"
"4","Accepted","android","45-54","2021-04-21 00:00:00","1","4"
"4","Accepted","android","45-54","2021-04-22 00:00:00","3","40"
"4","Accepted","android","45-54","2021-04-25 00:00:00","1","31"
"4","Accepted","android","45-54","2021-04-26 00:00:00","2","56"
"4","Accepted","android","45-54","2021-04-27 00:00:00","2","29"
"4","Accepted","android","45-54","2021-04-30 00:00:00","1","1"
"4","Accepted","android","45-54","2021-05-01 00:00:00","2","9"
"4","Accepted","android","45-54","2021-05-02 00:00:00","2","51"
"4","Accepted","android","45-54","2021-05-03 00:00:00","2","37"
"4","Accepted","android","45-54","2021-05-10 00:00:00","2","7"
"4","Accepted","android","45-54","2021-05-11 00:00:00","1","40"
"4","Accepted","android","45-54","2021-05-12 00:00:00","3","118"
"4","Accepted","android","45-54","2021-05-14 00:00:00","2","39"
"4","Accepted","android","45-54","2021-05-16 00:00:00","1","3"
"4","Accepted","android","45-54","2021-05-17 00:00:00","1","3"
"4","Accepted","android","45-54","2021-05-18 00:00:00","1","2"
"4","Accepted","android","45-54","2021-05-19 00:00:00","1","31"
"4","Accepted","android","45-54","2021-05-20 00:00:00","1","30"
"4","Accepted","android","45-54","2021-05-21 00:00:00","1","31"
"4","Accepted","android","45-54","2021-05-22 00:00:00","3","41"
"4","Accepted","android","45-54","2021-05-23 00:00:00","1","34"
"4","Accepted","android","45-54","2021-05-25 00:00:00","1","4"
"4","Accepted","android","45-54","2021-05-27 00:00:00","1","38"
"4","Accepted","android","45-54","2021-05-28 00:00:00","2","36"
"4","Accepted","android","45-54","2021-05-31 00:00:00","1","33"
"4","Accepted","android","45-54","2021-06-01 00:00:00","1","1"
"4","Accepted","android","45-54","2021-06-02 00:00:00","1","7"
"4","Accepted","android","45-54","2021-06-03 00:00:00","1","33"
"4","Accepted","android","45-54","2021-06-04 00:00:00","3","105"
"4","Accepted","android","45-54","2021-06-05 00:00:00","1","36"
"4","Accepted","android","45-54","2021-06-06 00:00:00","2","9"
"4","Accepted","android","45-54","2021-06-07 00:00:00","1","3"
"4","Accepted","android","45-54","2021-06-08 00:00:00","1","2"
"4","Accepted","android","45-54","2021-06-11 00:00:00","2","12"
"4","Accepted","android","45-54","2021-06-12 00:00:00","1","33"
"4","Accepted","android","45-54","2021-06-13 00:00:00","2","70"
"4","Accepted","android","45-54","2021-06-14 00:00:00","2","54"
"4","Accepted","android","45-54","2021-06-16 00:00:00","2","69"
"4","Accepted","android","45-54","2021-06-18 00:00:00","3","82"
"4","Accepted","android","45-54","2021-06-19 00:00:00","1","4"
"4","Accepted","android","45-54","2021-06-20 00:00:00","2","35"
"4","Accepted","android","45-54","2021-06-21 00:00:00","1","40"
"4","Accepted","android","45-54","2021-06-22 00:00:00","1","32"
"4","Accepted","android","45-54","2021-06-23 00:00:00","1","29"
"4","Accepted","android","45-54","2021-06-24 00:00:00","1","1"
"4","Accepted","android","45-54","2021-06-25 00:00:00","1","2"
"4","Accepted","android","45-54","2021-06-26 00:00:00","1","28"
"4","Accepted","android","45-54","2021-06-27 00:00:00","1","7"
"4","Accepted","android","45-54","2021-06-29 00:00:00","1","6"
"4","Accepted","android","45-54","2021-06-30 00:00:00","3","77"
"4","Accepted","android","45-54","2021-07-01 00:00:00","1","2"
"4","Accepted","android","45-54","2021-07-03 00:00:00","1","7"
"4","Accepted","android","45-54","2021-07-05 00:00:00","2","49"
"4","Accepted","android","45-54","2021-07-07 00:00:00","2","8"
"4","Accepted","android","45-54","2021-07-11 00:00:00","1","42"
"4","Accepted","android","45-54","2021-07-13 00:00:00","1","2"
"4","Accepted","android","45-54","2021-07-14 00:00:00","2","76"
"4","Accepted","android","45-54","2021-07-15 00:00:00","2","38"
"4","Accepted","android","45-54","2021-07-17 00:00:00","1","3"
"4","Accepted","android","45-54","2021-07-18 00:00:00","1","49"
"4","Accepted","android","45-54","2021-07-19 00:00:00","1","5"
"4","Accepted","android","45-54","2021-07-20 00:00:00","1","2"
"4","Accepted","android","45-54","2021-07-21 00:00:00","1","3"
"4","Accepted","android","45-54","2021-07-23 00:00:00","2","36"
"4","Accepted","android","45-54","2021-07-24 00:00:00","1","1"
"4","Accepted","android","45-54","2021-07-25 00:00:00","2","34"
"4","Accepted","android","45-54","2021-07-26 00:00:00","1","27"
"4","Accepted","android","45-54","2021-07-27 00:00:00","2","10"
"4","Accepted","android","45-54","2021-07-28 00:00:00","1","3"
"4","Accepted","android","45-54","2021-07-30 00:00:00","1","26"
"4","Accepted","android","45-54","2021-07-31 00:00:00","2","10"
"4","Accepted","android","45-54","2021-08-02 00:00:00","1","35"
"4","Accepted","android","45-54","2021-08-04 00:00:00","1","28"
"4","Accepted","android","45-54","2021-08-05 00:00:00","1","32"
"4","Accepted","android","45-54","2021-08-06 00:00:00","1","2"
"4","Accepted","android","45-54","2021-08-09 00:00:00","2","65"
"4","Accepted","android","45-54","2021-08-11 00:00:00","1","4"
"4","Accepted","android","45-54","2021-08-13 00:00:00","1","37"
"4","Accepted","android","45-54","2021-08-14 00:00:00","3","66"
"4","Accepted","android","45-54","2021-08-15 00:00:00","1","4"
"4","Accepted","android","45-54","2021-08-20 00:00:00","2","39"
"4","Accepted","android","45-54","2021-08-21 00:00:00","1","37"
"4","Accepted","android","45-54","2021-08-22 00:00:00","3","66"
"4","Accepted","android","45-54","2021-08-23 00:00:00","3","45"
"4","Accepted","android","45-54","2021-08-24 00:00:00","1","5"
"4","Accepted","android","45-54","2021-08-26 00:00:00","1","29"
"4","Accepted","android","45-54","2021-08-27 00:00:00","3","82"
"4","Accepted","android","45-54","2021-08-28 00:00:00","2","39"
"4","Accepted","android","45-54","2021-08-30 00:00:00","1","33"
"4","Accepted","android","45-54","2021-09-02 00:00:00","1","3"
"4","Accepted","android","45-54","2021-09-04 00:00:00","3","48"
"4","Accepted","android","45-54","2021-09-05 00:00:00","2","62"
"4","Accepted","android","45-54","2021-09-06 00:00:00","1","3"
"4","Accepted","android","45-54","2021-09-10 00:00:00","3","37"
"4","Accepted","android","45-54","2021-09-16 00:00:00","1","3"
"4","Accepted","android","45-54","2021-09-17 00:00:00","4","48"
"4","Accepted","android","45-54","2021-09-18 00:00:00","2","39"
"4","Accepted","android","45-54","2021-09-21 00:00:00","1","31"
"4","Accepted","android","45-54","2021-09-24 00:00:00","1","4"
"4","Accepted","android","45-54","2021-09-25 00:00:00","3","59"
"4","Accepted","android","45-54","2021-09-26 00:00:00","1","6"
"4","Accepted","android","45-54","2021-09-28 00:00:00","1","30"
"4","Accepted","android","45-54","2021-09-29 00:00:00","1","38"
"4","Accepted","android","45-54","2021-10-02 00:00:00","2","47"
"4","Accepted","android","45-54","2021-10-06 00:00:00","1","34"
"4","Accepted","android","45-54","2021-10-07 00:00:00","1","2"
"4","Accepted","android","45-54","2021-10-08 00:00:00","2","75"
"4","Accepted","android","45-54","2021-10-09 00:00:00","3","8"
"4","Accepted","android","45-54","2021-10-10 00:00:00","3","13"
"4","Accepted","android","45-54","2021-10-12 00:00:00","2","41"
"4","Accepted","android","45-54","2021-10-14 00:00:00","2","37"
"4","Accepted","android","45-54","2021-10-15 00:00:00","1","36"
"4","Accepted","android","45-54","2021-10-16 00:00:00","3","38"
"4","Accepted","android","45-54","2021-10-17 00:00:00","1","3"
"4","Accepted","android","45-54","2021-10-19 00:00:00","3","115"
"4","Accepted","android","45-54","2021-10-20 00:00:00","2","37"
"4","Accepted","android","45-54","2021-10-21 00:00:00","1","34"
"4","Accepted","android","45-54","2021-10-24 00:00:00","4","84"
"4","Accepted","android","45-54","2021-10-26 00:00:00","2","67"
"4","Accepted","android","45-54","2021-10-29 00:00:00","1","1"
"4","Accepted","android","45-54","2021-10-30 00:00:00","2","38"
"4","Accepted","android","45-54","2021-11-01 00:00:00","2","81"
"4","Accepted","android","45-54","2021-11-03 00:00:00","2","67"
"4","Accepted","android","45-54","2021-11-04 00:00:00","1","4"
"4","Accepted","android","45-54","2021-11-07 00:00:00","1","8"
"4","Accepted","android","45-54","2021-11-10 00:00:00","2","54"
"4","Accepted","android","45-54","2021-11-13 00:00:00","1","34"
"4","Accepted","android","45-54","2021-11-14 00:00:00","1","5"
"4","Accepted","android","45-54","2021-11-16 00:00:00","1","44"
"4","Accepted","android","45-54","2021-11-17 00:00:00","1","2"
"4","Accepted","android","45-54","2021-11-18 00:00:00","1","1"
"4","Accepted","android","45-54","2021-11-19 00:00:00","1","5"
"4","Accepted","android","45-54","2021-11-22 00:00:00","1","32"
"4","Accepted","android","45-54","2021-11-24 00:00:00","2","46"
"4","Accepted","android","45-54","2021-11-28 00:00:00","1","4"
"4","Accepted","android","45-54","2021-11-29 00:00:00","2","10"
"4","Accepted","android","45-54","2021-12-02 00:00:00","1","3"
"4","Accepted","android","45-54","2021-12-05 00:00:00","2","74"
"4","Accepted","android","45-54","2021-12-07 00:00:00","1","39"
"4","Accepted","android","45-54","2021-12-08 00:00:00","3","14"
"4","Accepted","android","45-54","2021-12-09 00:00:00","1","6"
"4","Accepted","android","45-54","2021-12-10 00:00:00","2","29"
"4","Accepted","android","45-54","2021-12-13 00:00:00","2","45"
"4","Accepted","android","45-54","2021-12-15 00:00:00","2","6"
"4","Accepted","android","45-54","2021-12-16 00:00:00","1","3"
"4","Accepted","android","45-54","2021-12-17 00:00:00","1","1"
"4","Accepted","android","45-54","2021-12-23 00:00:00","2","26"
"4","Accepted","android","45-54","2021-12-27 00:00:00","2","7"
"4","Accepted","android","45-54","2021-12-28 00:00:00","1","34"
"4","Accepted","android","45-54","2021-12-30 00:00:00","1","4"
"4","Accepted","android","Unknown","2021-01-01 00:00:00","4","59"
"4","Accepted","android","Unknown","2021-01-02 00:00:00","3","98"
"4","Accepted","android","Unknown","2021-01-03 00:00:00","1","35"
"4","Accepted","android","Unknown","2021-01-04 00:00:00","4","48"
"4","Accepted","android","Unknown","2021-01-05 00:00:00","9","138"
"4","Accepted","android","Unknown","2021-01-06 00:00:00","2","77"
"4","Accepted","android","Unknown","2021-01-07 00:00:00","2","6"
"4","Accepted","android","Unknown","2021-01-08 00:00:00","1","35"
"4","Accepted","android","Unknown","2021-01-09 00:00:00","2","26"
"4","Accepted","android","Unknown","2021-01-10 00:00:00","2","8"
"4","Accepted","android","Unknown","2021-01-11 00:00:00","3","67"
"4","Accepted","android","Unknown","2021-01-12 00:00:00","5","118"
"4","Accepted","android","Unknown","2021-01-13 00:00:00","2","56"
"4","Accepted","android","Unknown","2021-01-14 00:00:00","1","5"
"4","Accepted","android","Unknown","2021-01-15 00:00:00","1","40"
"4","Accepted","android","Unknown","2021-01-16 00:00:00","5","62"
"4","Accepted","android","Unknown","2021-01-17 00:00:00","6","241"
"4","Accepted","android","Unknown","2021-01-18 00:00:00","4","79"
"4","Accepted","android","Unknown","2021-01-19 00:00:00","3","109"
"4","Accepted","android","Unknown","2021-01-20 00:00:00","3","47"
"4","Accepted","android","Unknown","2021-01-21 00:00:00","3","70"
"4","Accepted","android","Unknown","2021-01-22 00:00:00","5","82"
"4","Accepted","android","Unknown","2021-01-23 00:00:00","1","5"
"4","Accepted","android","Unknown","2021-01-24 00:00:00","5","58"
"4","Accepted","android","Unknown","2021-01-25 00:00:00","2","47"
"4","Accepted","android","Unknown","2021-01-26 00:00:00","2","34"
"4","Accepted","android","Unknown","2021-01-27 00:00:00","3","63"
"4","Accepted","android","Unknown","2021-01-28 00:00:00","2","51"
"4","Accepted","android","Unknown","2021-01-29 00:00:00","1","37"
"4","Accepted","android","Unknown","2021-01-30 00:00:00","5","98"
"4","Accepted","android","Unknown","2021-01-31 00:00:00","2","9"
"4","Accepted","android","Unknown","2021-02-01 00:00:00","3","69"
"4","Accepted","android","Unknown","2021-02-02 00:00:00","2","40"
"4","Accepted","android","Unknown","2021-02-03 00:00:00","3","50"
"4","Accepted","android","Unknown","2021-02-04 00:00:00","8","150"
"4","Accepted","android","Unknown","2021-02-06 00:00:00","3","92"
"4","Accepted","android","Unknown","2021-02-07 00:00:00","2","73"
"4","Accepted","android","Unknown","2021-02-08 00:00:00","5","119"
"4","Accepted","android","Unknown","2021-02-09 00:00:00","2","40"
"4","Accepted","android","Unknown","2021-02-10 00:00:00","3","78"
"4","Accepted","android","Unknown","2021-02-11 00:00:00","2","11"
"4","Accepted","android","Unknown","2021-02-12 00:00:00","2","80"
"4","Accepted","android","Unknown","2021-02-13 00:00:00","4","52"
"4","Accepted","android","Unknown","2021-02-14 00:00:00","2","38"
"4","Accepted","android","Unknown","2021-02-15 00:00:00","2","34"
"4","Accepted","android","Unknown","2021-02-16 00:00:00","3","82"
"4","Accepted","android","Unknown","2021-02-17 00:00:00","3","34"
"4","Accepted","android","Unknown","2021-02-18 00:00:00","3","110"
"4","Accepted","android","Unknown","2021-02-19 00:00:00","4","117"
"4","Accepted","android","Unknown","2021-02-20 00:00:00","7","145"
"4","Accepted","android","Unknown","2021-02-21 00:00:00","2","38"
"4","Accepted","android","Unknown","2021-02-22 00:00:00","2","27"
"4","Accepted","android","Unknown","2021-02-23 00:00:00","1","1"
"4","Accepted","android","Unknown","2021-02-24 00:00:00","7","101"
"4","Accepted","android","Unknown","2021-02-25 00:00:00","3","41"
"4","Accepted","android","Unknown","2021-02-26 00:00:00","1","42"
"4","Accepted","android","Unknown","2021-02-27 00:00:00","3","40"
"4","Accepted","android","Unknown","2021-03-01 00:00:00","2","36"
"4","Accepted","android","Unknown","2021-03-02 00:00:00","4","56"
"4","Accepted","android","Unknown","2021-03-03 00:00:00","5","116"
"4","Accepted","android","Unknown","2021-03-04 00:00:00","1","2"
"4","Accepted","android","Unknown","2021-03-05 00:00:00","2","41"
"4","Accepted","android","Unknown","2021-03-06 00:00:00","3","70"
"4","Accepted","android","Unknown","2021-03-07 00:00:00","5","73"
"4","Accepted","android","Unknown","2021-03-08 00:00:00","2","34"
"4","Accepted","android","Unknown","2021-03-09 00:00:00","4","94"
"4","Accepted","android","Unknown","2021-03-10 00:00:00","1","6"
"4","Accepted","android","Unknown","2021-03-11 00:00:00","1","4"
"4","Accepted","android","Unknown","2021-03-12 00:00:00","4","67"
"4","Accepted","android","Unknown","2021-03-13 00:00:00","4","73"
"4","Accepted","android","Unknown","2021-03-14 00:00:00","4","76"
"4","Accepted","android","Unknown","2021-03-15 00:00:00","5","140"
"4","Accepted","android","Unknown","2021-03-16 00:00:00","6","60"
"4","Accepted","android","Unknown","2021-03-17 00:00:00","3","107"
"4","Accepted","android","Unknown","2021-03-18 00:00:00","5","156"
"4","Accepted","android","Unknown","2021-03-19 00:00:00","1","6"
"4","Accepted","android","Unknown","2021-03-20 00:00:00","1","35"
"4","Accepted","android","Unknown","2021-03-22 00:00:00","5","76"
"4","Accepted","android","Unknown","2021-03-23 00:00:00","3","40"
"4","Accepted","android","Unknown","2021-03-24 00:00:00","5","45"
"4","Accepted","android","Unknown","2021-03-25 00:00:00","3","39"
"4","Accepted","android","Unknown","2021-03-26 00:00:00","3","52"
"4","Accepted","android","Unknown","2021-03-27 00:00:00","8","219"
"4","Accepted","android","Unknown","2021-03-28 00:00:00","2","44"
"4","Accepted","android","Unknown","2021-03-29 00:00:00","1","41"
"4","Accepted","android","Unknown","2021-03-30 00:00:00","4","76"
"4","Accepted","android","Unknown","2021-03-31 00:00:00","4","43"
"4","Accepted","android","Unknown","2021-04-01 00:00:00","2","35"
"4","Accepted","android","Unknown","2021-04-02 00:00:00","3","65"
"4","Accepted","android","Unknown","2021-04-03 00:00:00","1","7"
"4","Accepted","android","Unknown","2021-04-04 00:00:00","4","47"
"4","Accepted","android","Unknown","2021-04-05 00:00:00","3","84"
"4","Accepted","android","Unknown","2021-04-06 00:00:00","5","84"
"4","Accepted","android","Unknown","2021-04-07 00:00:00","2","41"
"4","Accepted","android","Unknown","2021-04-08 00:00:00","2","63"
"4","Accepted","android","Unknown","2021-04-09 00:00:00","3","71"
"4","Accepted","android","Unknown","2021-04-10 00:00:00","1","2"
"4","Accepted","android","Unknown","2021-04-11 00:00:00","4","17"
"4","Accepted","android","Unknown","2021-04-12 00:00:00","1","42"
"4","Accepted","android","Unknown","2021-04-13 00:00:00","2","49"
"4","Accepted","android","Unknown","2021-04-14 00:00:00","4","67"
"4","Accepted","android","Unknown","2021-04-15 00:00:00","6","186"
"4","Accepted","android","Unknown","2021-04-16 00:00:00","2","46"
"4","Accepted","android","Unknown","2021-04-17 00:00:00","3","42"
"4","Accepted","android","Unknown","2021-04-18 00:00:00","2","46"
"4","Accepted","android","Unknown","2021-04-19 00:00:00","2","66"
"4","Accepted","android","Unknown","2021-04-20 00:00:00","8","208"
"4","Accepted","android","Unknown","2021-04-21 00:00:00","2","33"
"4","Accepted","android","Unknown","2021-04-22 00:00:00","7","125"
"4","Accepted","android","Unknown","2021-04-23 00:00:00","3","35"
